id,label
1159,1
1160,1
1161,1
1162,1
1163,1
1164,2
1165,1
1166,1
1167,1
1168,1
1169,1
1170,1
1171,1
1172,1
1173,1
1174,1
1175,1
1176,1
1177,1
1178,1
1179,1
1180,1
1181,1
1182,1
1183,1
1184,1
1185,1
1186,1
1187,1
1188,1
1189,0
1190,0
1191,1
1192,1
1193,2
1194,1
1195,2
1196,2
1197,0
1198,1
1199,0
1200,2
1201,0
1202,2
1203,1
1204,0
1205,1
1206,2
1207,0
1208,0
1209,2
1210,2
1211,1
1212,2
1213,0
1214,0
1215,0
1216,0
1217,0
1218,0
1219,1
1220,1
1221,2
1222,0
1223,0
1224,1
1225,2
1226,0
1227,2
1228,0
1229,2
1230,1
1231,0
1232,0
1233,2
1234,0
1235,0
1236,0
1237,0
1238,0
1239,2
1240,1
1241,2
1242,2
1243,0
1244,0
1245,2
1246,2
1247,0
1248,0
1249,2
1250,2
1251,2
1252,2
1253,0
1254,0
1255,0
1256,0
1257,2
1258,2
1259,2
1260,2
1261,0
1262,0
1263,0
1264,2
1265,0
1266,2
1267,0
1268,2
1269,0
1270,0
1271,1
1272,0
1273,2
1274,1
1275,0
1276,2
1277,0
1278,0
1279,0
1280,0
1281,2
1282,2
1283,0
1284,2
1285,0
1286,0
1287,0
1288,0
1289,2
1290,0
1291,0
1292,0
1293,2
1294,0
1295,2
1296,0
1297,0
1298,0
1299,0
1300,0
1301,0
1302,2
1303,2
1304,0
1305,2
1306,2
1307,0
1308,0
1309,0
1310,0
1311,2
1312,0
1313,2
1314,0
1315,0
1316,2
1317,1
1318,0
1319,0
1320,0
1321,1
1322,2
1323,0
1324,0
1325,0
1326,0
1327,0
1328,2
1329,2
1330,0
1331,0
1332,2
1333,2
1334,2
1335,2
1336,1
1337,0
1338,0
1339,0
1340,1
1341,2
1342,2
1343,0
1344,2
1345,0
1346,2
1347,2
1348,0
1349,0
1350,2
1351,2
1352,0
1353,0
1354,2
1355,0
1356,0
1357,0
1358,0
1359,0
1360,2
1361,0
1362,2
1363,2
1364,2
1365,2
1366,2
1367,2
1368,2
1369,0
1370,2
1371,2
1372,1
1373,0
1374,2
1375,0
1376,2
1377,0
1378,0
1379,0
1380,2
1381,0
1382,0
1383,2
1384,0
1385,0
1386,2
1387,0
1388,0
1389,0
1390,0
1391,0
1392,0
1393,0
1394,0
1395,0
1396,0
1397,0
1398,0
1399,0
1400,0
1401,0
1402,0
1403,0
1404,0
1405,0
1406,0
1407,0
1408,0
1409,0
1410,0
1411,0
1412,0
1413,0
1414,0
1415,0
1416,0
1417,1
1418,2
1419,0
1420,0
1421,2
1422,0
1423,0
1424,0
1425,0
1426,0
1427,0
1428,2
1429,0
1430,0
1431,0
1432,0
1433,0
1434,0
1435,1
1436,0
1437,0
1438,0
1439,1
1440,0
1441,0
1442,0
1443,0
1444,0
1445,0
1446,0
1447,0
1448,0
1449,0
1450,0
1451,0
1452,0
1453,0
1454,1
1455,0
1456,0
1457,2
1458,0
1459,0
1460,0
1461,0
1462,1
1463,0
1464,0
1465,1
1466,0
1467,0
1468,0
1469,0
1470,0
1471,0
1472,0
1473,0
1474,0
1475,2
1476,0
1477,2
1478,0
1479,0
1480,2
1481,2
1482,0
1483,0
1484,0
1485,0
1486,2
1487,0
1488,0
1489,0
1490,0
1491,0
1492,0
1493,0
1494,0
1495,0
1496,0
1497,0
1498,0
1499,0
1500,0
1501,0
1502,0
1503,0
1504,0
1505,0
1506,0
1507,0
1508,0
1509,0
1510,0
1511,0
1512,0
1513,0
1514,2
1515,0
1516,0
1517,2
1518,0
1519,0
1520,0
1521,0
1522,0
1523,0
1524,0
1525,0
1526,0
1527,0
1528,0
1529,0
1530,2
1531,2
1532,2
1533,0
1534,0
1535,2
1536,2
1537,2
1538,0
1539,2
1540,0
1541,0
1542,0
1543,0
1544,0
1545,0
1546,2
1547,0
1548,0
1549,0
1550,0
1551,0
1552,0
1553,0
1554,2
1555,1
1556,1
1557,0
1558,0
1559,0
1560,1
1561,0
1562,0
1563,2
1564,2
1565,2
1566,0
1567,0
1568,0
1569,0
1570,2
1571,0
1572,1
1573,0
1574,0
1575,0
1576,0
1577,0
1578,0
1579,0
1580,0
1581,1
1582,0
1583,2
1584,0
1585,0
1586,0
1587,0
1588,0
1589,0
1590,0
1591,0
1592,0
1593,0
1594,2
1595,0
1596,0
1597,0
1598,0
1599,0
1600,2
1601,0
1602,2
1603,0
1604,2
1605,2
1606,0
1607,0
1608,0
1609,1
1610,2
1611,2
1612,0
1613,0
1614,0
1615,0
1616,0
1617,0
1618,0
1619,0
1620,0
