id,text,label
111,El futbolista del Real Madrid Marcelo paga medio millón de euros a Hacienda y evita una pena de cárcel de 4 meses,0
112,El Covid-19 recorta en 2.150 millones el beneficio de las cotizadas catalanas,2
113,Las empresas españolas ante el desafío de la ciberseguridad,2
114,La publicidad caerá un 17% este año,2
115,JPMorgan: Vender acciones ahora conlleva mucho riesgo,2
116,La UE reduce su lista de paraísos fiscales en medio del escándalo por los 'Papeles de Pandora',0
117,Los anuncios sin ley de los ‘influencers’ tienen los días contados,2
118,"La propiedad intelectual podría ""desaparecer"" en el metaverso, según un prestigioso abogado especializado: así pueden protegerse las marcas, según los expertos",2
119,Lindorff anuncia el despido de 449 trabajadores en España,2
120,CCOO convoca paro en el centro de Amazon en San Fernando el 18 de mayo,2
121,Los taxistas se trasladan al centro de Madrid en su séptimo día de huelga,2
122,Feelcapital alerta de que los fondos de pensiones se venden sin realizar perfil de riesgo,2
123,"El interés de las hipotecas sigue en mínimos del 1,9% a pesar del auge de los tipos fijos",2
124,Airbus cierra sus plantas en España cuatro días y Volkswagen tres semanas,2
125,Hidalgo (Globalia) vaticina el fin de la agencia de viaje para sacar billetes,2
126,Jubilados protestan en Madrid contra norma sobre pensiones y el taxi se une,2
127,La reunión de Fomento con los estibadores acaba sin acuerdo,2
128,"Empresas portuarias denuncian el ""vandalismo"" de los estibadores",2
129,Así ha sido el robo de película de 750 kg. de oro en un aeropuerto de Brasil,2
130,"La vivienda se encarece un 4,2 % en eurozona y UE en último trimestre de 2018",2
131,Papelón del Gobierno: así es el dinero que descubre ahora para las pensiones,2
132,Vesuvius se niega a retirar el ERE que afecta a 128 trabajadores,2
133,Las aerolíneas ven difícil poder reemplazar a Thomas Cook a corto plazo,2
134,Declarada en concurso In Destination Incoming tras la quiebra Thomas Cook,2
135,Twitter y Tweetdeck experimentan problemas que impiden su uso con normalidad,2
136,"El sector de componentes para coches ve un 2020 ""desafiante"" y ""preocupante""",2
137,Telefónica gana un 50% menos hasta septiembre tras reestructurar su plantilla,2
138,"El sector inmobiliario, a la cola en sostenibilidad, pide objetivos realistas",2
139,Agencias de viajes recomiendan no viajar a China y facilitar cancelaciones,2
140,División de opiniones entre las CCAA sobre la decisión de Hacienda de dar un mayor margen de déficit tras negar los fondos del IVA,2
141,Barricadas y quema de neumáticos frente a la planta de Alcoa por los despidos,2
142,Medidas frente a la ocupación ilegal de viviendas,2
143,El 20% de los españoles ya tiene problemas para pagar su hipoteca o alquiler,2
144,Facturas falsas y fraude fiscal: varapalo al promotor de oficinas que acusa al Gobierno de comprar periodistas,2
145,"Economía/Agricultura.- Asaja pide que la retencion de ovejas y cabras acabe un mes antes para evitar ""graves perjuicios""",2
146,Las empresas tecnológicas españolas: mucha oferta y muy pocos candidatos,2
147,"El Gobierno, sin índice de precios para limitar los alquileres ni metodología para calcularlo",2
148,Vodafone presenta un ERE para 515 empleados en España,2
149,En la calle a la espera del Ingreso Mínimo Vital,2
150,Los locales de ocio nocturno serán clausurados a lo largo de esta semana,2
151,La deuda de la Comunidad también es consecuencia de la adhesión al Fondo de Facilidad Financiera,2
152,"Las pensiones en España, rumbo hacia el iceberg",2
153,"Los españoles necesitan 7,5 años de sueldo íntegro para comprar una vivienda",2
154,Volkswagen era consciente del fraude de las emisiones semanas antes de lo admitido,2
155,La venta de suelo cada vez cubre menos de lo que cuesta el Parque Central de Valencia,2
156,"Metro de Madrid comienza hoy los paros y critica unos servicios mínimos ""abusivos""",2
157,Alquilar un piso compartido en Aragón cuesta de media de 252 euros al mes,1
158,Isern Patentes y Marcas presenta un ERTE,2
159,"Airbus plantea un ERTE para sus centros de Getafe, Illescas y Puerto Real",2
160,Deutsche Bank cerrará un 25% de sus oficinas y venderá Postbank para ahorrar 3.500 millones,2
161,Banco Madrid intenta frenar la fuga de empleados,2
162,Los billetes de 100 euros en circulación marcan mínimos históricos en abril,2
163,La Reina y la Princesa de Asturias cobrarán un sueldo fijo anual,0
164,WhatsApp sufre un fallo de seguridad que permite a los 'hackers' leer conversaciones,2
165,BNP Paribas suprimirá cerca de 1.600 empleos en su filial ucraniana,2
166,UGT relaciona el descenso del paro con la reducción de la población activa,2
167,"Madrileños y vascos, en el ojo del huracán de las subidas del euribor",2
168,El Banco de Inglaterra pone un drástico límite a las hipotecas para pinchar la burbuja inmobiliaria,2
169,Roche despedirá a unos 100 empleados en España,2
170,"Fernández de Sousa prestó 5,2 millones a su mujer para llevarlos a China",2
171,Telefónica recortará un 10% de su plantilla en la República Checa,2
172,La Fiscalía denuncia al presidente del Puerto de Valencia por posible malversación,2
173,Competencia cuestiona las UTE en contratación pública,2
174,Huelga la reforma,1
175,La OIT ve la reforma laboral en España insuficiente para atajar el uso del despido improcedente,2
176,El servicio de radio de la BBC entra en crisis por los despidos masivos,2
177,El Hospital de Sant Pau negocia un ERE que afectará a unos 500 trabajadores,2
178,Ryanair cancela cuatro rutas en El Prat por la subida de las tasas aeroportuarias,2
179,Los coches reservados en agosto y entregados en septiembre tributarán con dos tipos de IVA distintos,2
180,Vestas aplica sus recortes en España y prescinde de 250 empleados,2
181,Ford Almussafes anuncia un nuevo ERTE de 33 días,2
182,"El nuevo mecanismo de ajuste de las pensiones no evitará el recorte de sus cuantías, según los expertos",2
183,"Caixa Penedès cerrará 39 oficinas, el 6% de su red",2
184,BBVA se suma a los recortes de plantilla de la banca,2
185,"DIA, en la cuerda floja del IBEX",2
186,Iglesias coloca un vicario en la negociación de los Presupuestos,2
187,Afectados por el coronavirus demandarán a Torra por las residencias,2
188,"Galicia: protesta por el ERE del Santander, que afectará a 370 empleos",2
189,Farggi presenta un ERE para despedir a 153 trabajadores,2
190,Iberdrola camufla sus problemas en España,2
191,"‘Arrivederci’ Alitalia, no se te echará de menos",2
192,Bancos y turísticas frenan el repunte de pagos de dividendos en 2021,2
193,Squid: así colapsó la criptomoneda del ‘Juego del calamar’,2
194,El misterio de quién inventó el bitcóin llega a juicio,1
195,"Las ventas de vehículos de ocasión cae un 9,7% en el primer trimestre del año",2
196,Hugo Boss advierte de que no cumplirá previsiones por el descenso de ventas en China,2
197,En libertad con cargos cuatro de los detenidos de la organización UPA Extremadura,0
198,Una sentencia avala que se pueda despedir a un miembro del comité de empresa,2
199,"Vara se siente ""engañado"" con la inversión de los Presupuestos en Extremadura",2
200,"Repsol somete este viernes a su junta de accionistas el pago de un dividendo complementario de 0,45 euros",1
201,Leopoldo del Nogal abandona el consejo de administración de El Corte Inglés,2
202,Técnicas Reunidas y el reto de lograr nuevos contratos,2
203,Las gestoras catalanas frenan los reembolsos de sus fondos,0
204,"Siemens Gamesa: el ajuste de plantilla no se hizo bien porque ""hubo mucho ruido y rumores""",2
205,"El mayor fabricante mundial de semiconductores, afectado por un virus informático",2
206,Un rebote que sabe a poco,2
207,El Popular cierra su semana negra con pérdidas de 800 millones en Bolsa,2
208,El bitcóin cae a mínimos de dos meses tras la prohibición de publicidad en Facebook,2
209,Realia gana un 74% menos en 2017 por los extraordinarios de 2016,2
210,Comerciantes amenazan con denunciar a CaixaBank por vender electrodomésticos,2
211,La Airef considera que la política fiscal de los Presupuestos es «muy similar» a la de otros años,1
212,La mudanza de la TDT para dar paso al 5G puede costar 350 millones en ayudas,2
213,Bankinter ve “injusto” el impuesto a la banca y confía en que no salga adelante,2
214,Gimeno pide la auditoría sobre contratación en el área de seguridad de ECI,2
215,Ibarrola dimite como presidente de Deoleo por motivos de salud,2
216,Calviño no considera «muy barata» la indemnización por despido de 20 días,2
217,Primer reto de Villar-Mir II: Levantar un desplome de la acción del 77%,2
218,Baleares sanciona a Iberia con 448.000 euros por aplicar la cláusula 'no show',2
219,Acciones de Norwegian caen casi un 11 % tras anunciar ampliación de capital,2
220,H&M gana un 22% menos pero aguanta el tirón en España: vende un 2% más,2
221,"Albella (CNMV): ""La investigación interna de BBVA está tardando demasiado""",2
222,El Sabadell da por fracasada su fusión con el BBVA,2
223,"Departamento Transporte investiga Boeing, en fase final actualizar software",2
224,"Liberbank gana 73 millones de euros en el primer semestre, un 14% menos",2
225,Alcoa alerta de que peligra el futuro de su planta de aluminio en Lugo,2
226,"La facturación trimestral del grupo PSA baja un 1,1 % interanual",2
227,Lyft pierde 1.138 millones dólares en primeros resultados tras salida a bolsa,2
228,Telefónica sale de la Bolsa de Argentina por su escaso volumen de negociación,2
229,Sacyr batalla en el Tribunal Supremo contra la concesión del aeropuerto de Corvera a Aena,2
230,"Thomas Cook cae un 14,72 % en Bolsa tras multiplicar por seis sus pérdidas",2
231,Adif multará a adjudicatarias que pacten concursos con el 10 % del contrato,2
232,El BCE concluye que Nordea tiene suficiente capital pero débil sistema datos,2
233,Continental revisa a la baja sus pronósticos de beneficio y facturación,2
234,"Merlin gana 262 millones, un 45% menos, por la ausencia de extraordinarios",2
235,Natra escribe su punto final en bolsa: quedará excluida el 30 de agosto,2
236,Ferrovial recurre la decisión judicial sobre la autopista canadiense ETR-407,2
237,Exconsejeros de Bankia niegan cualquier interés personal en la salida a Bolsa,0
238,"Moody's hunde más a OHL en 'bono basura' tras sus ""pobres resultados"" trimestrales",2
239,"Los beneficios de Twitter se hunden un 95% en el tercer trimestre, hasta los 33 millones",2
240,El sector del vapeo culpa a Sanidad de la reducción del 30% de las ventas,2
241,Las principales aerolíneas europeas dejan de sobrevolar Irak e Irán,2
242,Samsung prevé una caída del 34% de su beneficio en el cuarto trimestre,2
243,Walsh cesará como consejero delegado de IAG y Gallego le sucederá en el cargo,2
244,"Fiat Chrysler gana 2.700 millones en 2019, un 19% menos interanual",2
245,"TSJM rechaza el recurso de Glovo y encuadra a ""riders"" en convenio de reparto",2
246,Guerra comercial: EEUU acusa a Huawei de conspirar para el robo de secretos comerciales,2
247,"Gobierno y organización chocan por la cancelación del Mobile: en juego, una alerta sanitaria y el cobro de indemnizaciones",2
248,"Pallete (Telefónica) ganó 5,37 millones en 2019, un 0,6% menos que en 2018",2
249,Merlin Properties prevé un impacto por el Covid-19 en las rentas brutas de 2020 menor del 10%,0
250,La economía gallega ante el 12-J: 'vacaciones fiscales' e Inditex para salir de la crisis,0
251,Moody's rebaja el rating de Repsol por el coronavirus y la caída del precio del crudo,2
252,"Atlantia pide a Italia una decisión con criterios ""legales"" sobre la retirada de todas sus concesiones por la caída del puente de Morandi",2
253,La pionera del 'fracking' se declara en quiebra,2
254,Criteria prescinde de García-Bragado como vicepresidente y seguirá de consejero en Caixabank,2
255,El fondo de los profesores de Arkansas demanda a Allianz,2
256,GM perdió 758 millones de dólares en el segundo trimestre por el Covid,2
257,"Coca-Cola European Partners gana un 54,5% menos en 2020",2
258,Economía/Fiscal.- El Congreso rechaza las enmiendas de totalidad contra la reforma fiscal,2
259,Los titanes digitales chinos caen en Bolsa por el cerco de Pekín,2
260,El líder de Samsung no se libra de los juzgados,2
261,"Mapfre prepara un anuncio ""importante"", CNMV suspende cotización",2
262,"Grenergy gana un 22,5% menos a septiembre debido a más amortizaciones",2
263,Boeing detecta piezas defectuosas en más de 300 aviones del modelo 737,2
264,El euríbor acelera su caída para marcar su media mensual más baja desde noviembre,2
265,La industria inmobiliaria demanda a N.York por vetar comisiones a inquilinos,2
266,La Audiencia Nacional declara nulo el ERTE de Arcelor Mittal en sus centros en España,2
267,Audiencia Nacional obliga a Nestlé a abonar a los empleados la prima por la pandemia que anunció,2
268,"Los presidentes de Fórum Filatélico y Afinsa, detenidos a la espera de declarar",2
269,Una campaña de la DGT vigilará esta semana a unos 150 vehículos de transporte escolar,2
270,Dimiten los tres cargos del Banco de España imputados por el 'caso Bankia' que aún estaban en activo,2
271,Un 20% de las horas extras trabajadas en la hostelería son en negro,2
272,"Las mujeres cobran de media un 30% menos que los hombres, según Gestha",2
273,Un 92% de las empresas que deberían por ley tener un plan de igualdad no lo tiene,2
274,"El precio medio de la vivienda aumentó el 5,5 % en 2018, según la tasadora ST",0
275,Funcas publica 'Las desigualdades económicas en España: realidades y percepciones',2
276,"Escribano (RIElcano): ""En la transición energética habrá países vecinos perdedores""",2
277,Un juez deniega a siete controladores extinguir sus contratos con AENA,0
278,El Gobierno prevé que un 40% de los trabajadores se jubile con 67 años,2
279,"Los ingresos minoristas de las 'telecos' cayeron un 1,3% en el tercer trimestre del año pasado",2
280,General Electric saldrá del índice Dow Jones después de 111 años y será reemplazada por Walgreens,2
281,Las acciones de la Juventus caen un 3% tras fichar a Cristiano,2
282,Facebook ve esfumarse 119.000 millones de dólares de su capitalización,2
283,Torres rechaza «juicios paralelos» sobre BBVA en una carta a la plantilla,0
284,"Ryanair, al borde de una nueva fuga de personal un año después de perder a más de 140 pilotos",2
285,"Vodafone reduce sus ingresos en los tres primeros meses un 8,2%, hasta los 994,1 millones",2
286,Guerra entre los mayores accionistas de Cabures,2
287,Telefónica anuncia el cierre y desembolso de dos emisiones de deuda perpetua por 1.750 millones,2
288,Los deportistas establecidos en España tendrán que tributar como residentes,2
289,El precio de la vivienda tocará fondo en 2016,2
290,Picardo: «Un 'brexit' duro para el Reino Unido amenazaría la economía de Gibraltar»,1
291,Los ERTE se mantendrán hasta el próximo 30 de septiembre,0
292,Qué es el Registro Mercantil,1
293,"La inflación de la eurozona se mantiene en el 0,2% en agosto",1
294,Las coberturas menos conocidas de los seguros de coche,1
295,Así afecta la política de Trump a diez empresas,1
296,Fondo de Garantía Inversiones en Degiro Broker Online,1
297,Saracho deja JP Morgan para fichar como presidente de Popular,2
298,Más cambios en L’Occitane: la compañía nombra nuevo consejero delegado,1
299,"Vinissimus, de la bodega a la Red",1
300,"Xavier Domènech: ""Necesitamos un acuerdo transversal con agentes políticos, sociales y económicos""",0
301,"El noruego Helge Lund, nuevo presidente de BP a partir de 2019",0
302,Allianz Seguros nombra a Beatriz Corti nueva subdirectora general de la entidad,1
303,Las fechas clave de la declaración de la Renta,1
304,El éxito agridulce de las constructoras españolas: son líderes en el mundo pero sufren en casa,1
305,Preguntas y respuestas sobre el ingreso mínimo vital,1
306,"Consejera Trabajo en Holanda: ""Cuidado con las trampas laborales en la red""",0
307,"Valores que hay que seguir este martes: Liberbank, Iberdrola, Abengoa, Rovi",0
308,Las bolsas del Sudeste Asiático comienzan con resultados mixtos,1
309,REE nombra a Concepción Ordiz (SEPI) vicesecretaria general de la compañía,1
310,Cotización del yuan chino,1
311,"Derechos sociales europeos, por favor",0
312,La OMC en manos de Trump,1
313,"Javier Sánchez, presidente de las cámaras de comercio",0
314,La Bolsa de Sao Paulo no opera este viernes por ser festivo en Brasil,1
315,La Bolsa de Tokio no opera hoy por ser festivo,1
316,El BCE reserva su munición: mantiene sin cambios su plan de compra de deuda,1
317,"Dónde invertir en bolsa este viernes: Cellnex, Endesa, Indra y Siemens Gamesa",1
318,"Robots y 'start up', la alianza más estratégica",0
319,Acciona nombra consejera a una profesora de Harvard,1
320,Cómo se calculan los ingresos procedentes del capital mobiliario,1
321,Economía/OPA.- La CNE debatirá el jueves si admite a Gas Natural como parte interasada en la OPA de E.ON,1
322,Burberry nombra consejero delegado a Marco Gobbetti,1
323,El PP cuelga el cartel de 'Se Vende' en Génova: esto es lo que puede pedir por la sede,1
324,Catalá recibe a la candidatura de Javier Íscar para conocer sus propuestas y reivindicaciones,1
325,Donald Trump y el Brexit han dejado de ser comparables,1
326,Gimeno dice que los cambios del ICA entrarán en vigor una vez se apruebe por ley,1
327,"Iván Delgado: ""Los inversores tendrán en cuenta si se suben o no los impuestos en España""",1
328,"Los Charts de Hódar: Acciona, CIE Automotive y Telefónica",1
329,Los inversores se preguntan si la cartera 60/40 tiene futuro,1
330,Financiación Autonómica – III,1
331,Un nuevo lenguaje para las ofertas de empleo,1
332,Hacienda y las CCAA analizan el jueves la reforma fiscal y los objetivos de déficit,1
333,Las Cortes analizan las previsiones de gasto de Agricultura y Educación para 2015,1
334,Los factores que sí se valorarán en el futuro para conseguir un empleo,0
335,"La importancia económica de Brasil para Extremadura, a debate en los cursos de verano de la UEX",0
336,La CAF celebra su conferencia anual en Washington,1
337,Así será la fiscalidad de la automoción,1
338,Análisis técnico de los 10.000 del Ibex,1
339,"Mercedes GLA, desde 31.150 euros",1
340,Zapatos de lujo con nombre de diva italiana,1
341,El Nikkei cierra plano,2
342,El debate pendiente sobre los ayuntamientos,1
343,"Los valores de Hódar: Banco Santander, Repsol YPF, Red Eléctrica, BBVA",1
344,"Los valores de Hódar: Abengoa, OHL, Tubos Reunidos, Tubacex",1
345,"Emmanuel Macron: inspector fiscal, banquero y nuevo presidente de Francia",0
346,Hummer pasará a manos Chinas,1
347,Trabajo ha impuesto sanciones por más de 1.530 millones desde la entrada en vigor del control horario,0
348,El presidente de la OPEP dice que el petróleo está demasiado caro,0
349,El Banco de España cree que la reforma de pensiones no basta para cubrir costes,2
350,Hacienda se embolsará 370 euros más por contribuyente en el IRPF gracias a la inflación,0
351,El FMI urge a Italia y España a pedir el rescate para detener la crisis de deuda,1
352,Una tractorada en Córdoba abre las protestas contra la PAC y la subida de costes,2
353,El petróleo avista los 82 dólares: la demanda gana a la normalidad en Kazajistán y Libia,0
354,MásMóvil lidera el crecimiento de móviles en septiembre con 42.000 líneas,0
355,Realia crea una filial patrimonial para entrar en el negocio de alquiler de vivienda,0
356,Central sindical argentina llama a una huelga general el 29 de mayo,0
357,"Santander y Unicaja, los bancos favoritos de Goldman Sachs para ganar en bolsa",0
358,Iberdrola se adjudica el mayor número de lotes en subasta solar de Portugal,0
359,EE.UU. aumenta del 10 % al 15 % los aranceles contra Airbus,0
360,Cofares rompe su techo histórico de facturación y aumenta su cuota de mercado,0
361,Elon Musk agota sus pantalones cortos de Tesla en cinco minutos,0
362,La economía china ya acecha el podio de las potencias mundiales,0
363,Bundesbank: economía alemana se aprovechará de coyuntura global,0
364,"Las ventas de las grandes empresas crecieron un 4,9%",0
365,Los clientes de las franquicias prefieren Facebook a Twitter,0
366,Enagás cierra la compra de otro 20% de GNL Quintero en Chile por 178 millones de euros,0
367,AT&T adquiere Nextel México por 1.875 millones de dólares,0
368,Telefónica cierra la compra del 22% de Canal+ a Mediaset,0
369,"Minoritarios de Bankia reclamarán responsabilidad patrimonial al Banco de España, Economía y la CNMV",0
370,Privalia realiza el 25 % de todas las ventas de moda online en España,0
371,La banca española se rebela contra Moody’s,0
372,La Inspección de Trabajo ya sanciona a pymes por el control horario,0
373,Dancausa admite que las sinergias de Línea Directa con Bankinter “son mínimas”,2
374,El gigante chino del petróleo Sinopec se lanza a la carrera por liderar el hidrógeno,0
375,Las ‘boutiques’ plantan cara a los grandes bancos en el ranking de rentabilidad,0
376,"El grupo chino Shandong Ruyi Group negocia la compra de Sandro, Maje y Claudie Pierlot",0
377,BlackRock desbanca a BBVA del podio de la gestión de fondos en España,0
378,Así enfrentará Home Depot a sus rivales (incluido Ikea) en cualquier piso de ventas,0
379,Los gigantes desafían a los negacionistas de las 'cripto' a golpe de talonario,0
380,La nueva promesa de Volkswagen para finales de 2021 es una declaración de guerra a Tesla,0
381,Globalia mete miedo a sus rivales en el segmento de viajes para empresas,0
382,"Los Xiaomi Mi 11 Ultra y Mi 11i llegan a España para batirse en duelo con lo mejor del mercado: buena cámara, diseño y procesador",0
383,CaixaBank gana 5.226 millones por el efecto contable de absorber Bankia,0
384,CaixaBank cierra 2021 como el grupo líder en gestión de fondos,0
385,PwC deja como mentirosos a Torres y el BBVA respecto al 'forensic' sobre Villarejo,0
386,Mango destroza a la competencia con este vestido cruzado estampado,0
387,Masaveu aprovecha las caídas por Ucrania para comprar más acciones de Línea Directa y Bankinter,0
388,Abanca se hace con Bankoa,0
389,Broadcom quiere a Qualcomm y lanza la mayor oferta por una tecnológica,0
390,Francia estrena el derecho a la 'desconexión' laboral,0
391,La compra de coches se traslada del concesionario al Whatsapp,0
392,AliExpress abrirá su primera tienda en España y lo celebrará con descuentos y sorteos,0
393,Citigroup planea contratar unos 2.500 programadores para ser más competitivo,0
